2775 MHz, 59
[1;36mName                                              Arg0    Arg1    Arg2    Arg3    Arg4    Arg5    Arg6    Arg7    Iter        Avg(ms)     Std(ms)     chk         GFLOPS      GB/s        Time (µs) / matrixnnz/item    nnz/row     [0m
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m2048    16      25      1       1       0       0       0       100         0.010371    9.5159e-06  48901.      157.98      65.562      10.371      32768       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m2048    16      25      2       1       0       0       0       100         0.010347    7.4087e-06  48901.      316.69      131.43      5.1736      32768       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m2048    16      25      4       1       0       0       0       100         0.010684    1.0715e-05  48901.      613.38      254.55      2.6711      32768       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m2048    16      25      8       1       0       0       0       100         0.011691    5.2316e-06  48901.      1121.1      465.27      1.4614      32768       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m2048    16      25      16      1       0       0       0       100         0.018578    2.4566e-05  48901.      1411.1      585.59      1.1611      32768       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m2048    16      25      32      1       0       0       0       100         0.030645    2.3607e-05  48901.      1710.8      710.00      0.95766     32768       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m2048    16      25      64      1       0       0       0       100         0.056358    0.00012723  48901.      1860.6      772.14      0.88059     32768       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m2048    16      25      128     1       0       0       0       100         0.12537     0.00024515  48901.      1672.8      694.22      0.97943     32768       16          
2760 MHz, 67
