2760 MHz, 64
[1;36mName                                              Arg0    Arg1    Arg2    Arg3    Arg4    Arg5    Arg6    Arg7    Iter        Avg(ms)     Std(ms)     chk         GFLOPS      GB/s        Time (µs) / matrixnnz/item    nnz/row     [0m
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      25      1       1       0       0       0       100         0.016916    2.2993e-05  1.0896e+05  387.42      72.158      16.916      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      25      2       1       0       0       0       100         0.020162    2.1733e-05  1.0896e+05  650.08      121.08      10.081      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      25      4       1       0       0       0       100         0.026027    2.4255e-05  1.0896e+05  1007.2      187.59      6.5067      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      25      8       1       0       0       0       100         0.037243    2.6942e-05  1.0896e+05  1407.7      262.19      4.6554      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      25      16      1       0       0       0       100         0.061036    3.4144e-05  1.0896e+05  1718.0      319.97      3.8147      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      25      32      1       0       0       0       100         0.10911     0.00010251  1.0896e+05  1922.0      357.98      3.4097      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      25      64      1       0       0       0       100         0.20443     0.00016010  1.0896e+05  2051.7      382.13      3.1942      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      25      128     1       0       0       0       100         0.41793     0.0023113   1.0896e+05  2007.2      373.83      3.2651      32768       16          
2715 MHz, 70
