2760 MHz, 67
[1;36mName                                              Arg0    Arg1    Arg2    Arg3    Arg4    Arg5    Arg6    Arg7    Iter        Avg(ms)     Std(ms)     chk         GFLOPS      GB/s        Time (µs) / matrixnnz/item    nnz/row     [0m
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       1       0       0       0       0       100         0.016754    0.00011985  874.68      0.73343     4.4008      16.754      3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       1       0       0       1       0       100         0.016678    1.8702e-05  2210.6      0.73680     4.4210      16.678      3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       1       0       1       0       0       100         0.015694    1.4152e-05  3.1324e+07  0.78295     5.7419      15.694      3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       1       0       1       1       0       100         0.013474    2.1603e-05  8.6046e+07  0.91196     6.6880      13.474      3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       2       0       0       0       0       100         0.015566    2.5130e-05  874.68      1.5788      9.4735      7.7830      3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       2       0       0       1       0       100         0.015593    2.8093e-05  2210.6      1.5761      9.4569      7.7966      3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       2       0       1       0       0       100         0.014599    0.0011400   3.2885e+07  1.6834      12.346      7.2995      3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       2       0       1       1       0       100         0.014390    1.6401e-05  8.2279e+07  1.7078      12.525      7.1950      3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       4       0       0       0       0       100         0.015906    5.0734e-05  874.68      3.0901      18.542      3.9766      3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       4       0       0       1       0       100         0.016019    2.9245e-05  2210.6      3.0684      18.412      4.0046      3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       4       0       1       0       0       100         0.014827    2.6863e-05  3.1968e+07  3.3150      24.311      3.7068      3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       4       0       1       1       0       100         0.014909    1.8897e-05  8.0705e+07  3.2968      24.177      3.7273      3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       8       0       0       0       0       100         0.016668    1.7798e-05  874.68      5.8979      35.389      2.0835      3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       8       0       0       1       0       100         0.017000    1.8607e-05  2210.6      5.7826      34.698      2.1250      3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       8       0       1       0       0       100         0.015528    2.9948e-05  3.0932e+07  6.3306      46.426      1.9411      3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       8       0       1       1       0       100         0.015690    1.9681e-05  7.7327e+07  6.2654      45.949      1.9612      3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       16      0       0       0       0       100         0.018969    2.1172e-05  874.68      10.365      62.192      1.1855      3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       16      0       0       1       0       100         0.019029    2.8442e-05  2210.6      10.332      61.996      1.1893      3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       16      0       1       0       0       100         0.017649    1.6578e-05  2.8336e+07  11.140      81.695      1.1031      3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       16      0       1       1       0       100         0.017657    1.8372e-05  7.1650e+07  11.135      81.661      1.1035      3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       32      0       0       0       0       100         0.022917    2.3042e-05  874.68      17.158      102.96      0.71615     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       32      0       0       1       0       100         0.022891    3.6003e-05  2210.6      17.178      103.07      0.71535     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       32      0       1       0       0       100         0.021831    2.6169e-05  2.4572e+07  18.011      132.09      0.68223     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       32      0       1       1       0       100         0.021572    1.9695e-05  6.2772e+07  18.228      133.68      0.67413     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       64      0       0       0       0       100         0.032617    3.5088e-05  874.68      24.111      144.67      0.50964     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       64      0       0       1       0       100         0.032804    3.4312e-05  2210.6      23.974      143.85      0.51256     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       64      0       1       0       0       100         0.031272    3.2796e-05  1.9890e+07  25.148      184.43      0.48863     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       64      0       1       1       0       100         0.031383    4.2467e-05  5.0181e+07  25.059      183.78      0.49036     3072        3           
