op,type,n,nrhs,batch,med_ms,mean_ms,relsd,GFLOPs,resid,ws,route,extra,ntpiv,extra2,flag
getrf,float,32,1,512,0.0334,0.0334,0.0019,335.29,3.668e-07,2048,vendor:auto,0,29,0,0,ok
getrf,float,32,1,1024,0.0348,0.0349,0.0023,642.42,3.275e-07,4096,vendor:auto,0,29,0,0,ok
getrf,float,32,1,2048,0.0488,0.0486,0.0065,917.28,3.275e-07,8192,vendor:auto,0,29,0,0,ok
getrf,float,32,1,4096,0.0848,0.0848,0.0011,1054.65,3.275e-07,16384,vendor:auto,0,28,0,0,ok
getrf,float,32,1,8192,0.1559,0.1558,0.0011,1148.05,3.275e-07,32768,vendor:auto,0,29,0,0,ok
getrf,float,32,1,16384,0.3144,0.3142,0.0021,1138.47,3.275e-07,65536,vendor:auto,0,29,0,0,ok
getrf,float,64,1,512,0.1788,0.1791,0.0073,500.34,1.833e-07,2048,vendor:auto,0,59,0,0,ok
getrf,float,64,1,1024,0.4059,0.4082,0.0111,440.94,1.833e-07,4096,vendor:auto,0,60,0,0,ok
getrf,float,64,1,2048,0.7246,0.7252,0.0015,493.95,1.833e-07,8192,vendor:auto,0,55,0,0,ok
getrf,float,64,1,4096,1.3498,1.3510,0.0019,530.32,1.944e-07,16384,vendor:auto,0,60,0,0,ok
getrf,float,64,1,8192,2.6064,2.6062,0.0001,549.29,1.905e-07,32768,vendor:auto,0,58,0,0,ok
getrf,float,64,1,16384,5.1699,5.1683,0.0005,553.84,1.833e-07,65536,vendor:auto,0,59,0,0,ok
getrf,float,128,1,256,0.3976,0.3969,0.0048,900.29,2.261e-07,1024,vendor:auto,0,119,0,0,ok
getrf,float,128,1,512,0.7315,0.7311,0.0014,978.63,2.361e-07,2048,vendor:auto,0,116,0,0,ok
getrf,float,128,1,1024,1.7171,1.7175,0.0009,833.75,2.242e-07,4096,vendor:auto,0,124,0,0,ok
getrf,float,128,1,2048,3.1040,3.1017,0.0033,922.45,3.114e-07,8192,vendor:auto,0,125,0,0,ok
getrf,float,128,1,4096,5.7595,5.7568,0.0009,994.30,2.564e-07,16384,vendor:auto,0,124,0,0,ok
getrf,float,128,1,8192,11.2915,11.2941,0.0004,1014.32,2.242e-07,32768,vendor:auto,0,122,0,0,ok
getrf,float,256,1,128,1.2631,1.2638,0.0011,1133.47,3.046e-07,512,vendor:auto,0,246,0,0,ok
getrf,float,256,1,256,2.0970,2.0977,0.0018,1365.42,2.661e-07,1024,vendor:auto,0,251,0,0,ok
getrf,float,256,1,512,6.1432,6.1403,0.0009,932.19,3.521e-07,2048,vendor:auto,0,251,0,0,ok
getrf,float,256,1,1024,17.4970,17.5059,0.0116,654.59,3.225e-07,4096,vendor:auto,0,249,0,0,ok
getrf,float,256,1,2048,31.7362,31.6907,0.0050,721.78,3.395e-07,8192,vendor:auto,0,250,0,0,ok
getrf,float,256,1,4096,59.4650,59.2597,0.0068,770.42,2.589e-07,16384,vendor:auto,0,245,0,0,ok
getrf,float,512,1,64,7.4381,7.4399,0.0008,769.91,4.049e-07,512,vendor:auto,0,508,0,0,ok
getrf,float,512,1,128,11.0948,11.0922,0.0020,1032.31,3.907e-07,512,vendor:auto,0,503,0,0,ok
getrf,float,512,1,256,22.4451,22.4524,0.0024,1020.56,4.773e-07,1024,vendor:auto,0,504,0,0,ok
getrf,float,512,1,512,49.5559,49.6299,0.0024,924.47,4.133e-07,2048,vendor:auto,0,505,0,0,ok
getrf,float,512,1,1024,134.1295,133.8869,0.0047,683.12,5.355e-07,4096,vendor:auto,0,504,0,0,ok
getrf,float,1024,1,16,51.7104,51.7091,0.0001,221.49,5.653e-07,512,vendor:auto,0,1016,0,0,ok
getrf,float,1024,1,32,63.4476,63.4283,0.0005,361.03,5.042e-07,512,vendor:auto,0,1012,0,0,ok
getrf,float,1024,1,64,71.5684,71.5838,0.0006,640.13,5.140e-07,512,vendor:auto,0,1012,0,0,ok
getrf,float,1024,1,128,94.4159,94.4115,0.0003,970.45,7.493e-07,512,vendor:auto,0,1019,0,0,ok
getrf,float,1024,1,256,169.7610,169.5742,0.0017,1079.47,6.985e-07,1024,vendor:auto,0,1014,0,0,ok
getrf,float,2048,1,4,380.0335,380.0347,0.0000,60.27,1.087e-06,512,vendor:auto,0,2036,0,0,ok
getrf,float,2048,1,8,447.9700,447.9608,0.0000,102.27,1.087e-06,512,vendor:auto,0,2039,0,0,ok
getrf,float,2048,1,16,486.8183,486.8183,0.0001,188.21,1.087e-06,512,vendor:auto,0,2039,0,0,ok
getrf,float,2048,1,32,518.5988,518.6229,0.0001,353.36,1.087e-06,512,vendor:auto,0,2041,0,0,ok
getrf,float,2048,1,64,549.9731,549.9335,0.0002,666.40,1.087e-06,512,vendor:auto,0,2039,0,0,ok
getrf,cdouble,32,1,512,0.1001,0.1001,0.0014,111.75,6.684e-16,2048,vendor:auto,0,29,0,0,ok
getrf,cdouble,32,1,1024,0.1899,0.1899,0.0008,117.80,6.684e-16,4096,vendor:auto,0,29,0,0,ok
getrf,cdouble,32,1,2048,0.3671,0.3669,0.0009,121.87,6.781e-16,8192,vendor:auto,0,29,0,0,ok
getrf,cdouble,32,1,4096,0.7565,0.7571,0.0014,118.29,6.729e-16,16384,vendor:auto,0,28,0,0,ok
getrf,cdouble,32,1,8192,1.4796,1.4784,0.0015,120.95,1.422e-15,32768,vendor:auto,0,29,0,0,ok
getrf,cdouble,32,1,16384,2.8969,2.8965,0.0003,123.55,6.684e-16,65536,vendor:auto,0,29,0,0,ok
getrf,cdouble,64,1,512,0.6587,0.6586,0.0003,135.85,9.777e-16,2048,vendor:auto,0,59,0,0,ok
getrf,cdouble,64,1,1024,1.2389,1.2389,0.0008,144.45,9.777e-16,4096,vendor:auto,0,60,0,0,ok
getrf,cdouble,64,1,2048,2.4394,2.4394,0.0004,146.72,9.777e-16,8192,vendor:auto,0,55,0,0,ok
getrf,cdouble,64,1,4096,4.7401,4.7400,0.0003,151.01,9.777e-16,16384,vendor:auto,0,60,0,0,ok
getrf,cdouble,64,1,8192,9.3900,9.3905,0.0002,152.47,1.153e-15,32768,vendor:auto,0,58,0,0,ok
getrf,cdouble,64,1,16384,18.6863,18.6862,0.0000,153.23,9.777e-16,65536,vendor:auto,0,59,0,0,ok
getrf,cdouble,128,1,256,1.6628,1.6634,0.0012,215.24,1.485e-15,1024,vendor:auto,0,119,0,0,ok
getrf,cdouble,128,1,512,3.3939,3.4105,0.0078,210.92,1.485e-15,2048,vendor:auto,0,116,0,0,ok
getrf,cdouble,128,1,1024,6.3565,6.3509,0.0015,225.23,1.485e-15,4096,vendor:auto,0,124,0,0,ok
getrf,cdouble,128,1,2048,12.4685,12.4671,0.0002,229.64,1.485e-15,8192,vendor:auto,0,125,0,0,ok
getrf,cdouble,128,1,4096,24.5853,24.5863,0.0003,232.93,1.485e-15,16384,vendor:auto,0,124,0,0,ok
getrf,cdouble,128,1,8192,48.5841,48.5823,0.0001,235.74,1.485e-15,32768,vendor:auto,0,122,0,0,ok
getrf,cdouble,256,1,128,6.6310,6.6308,0.0004,215.90,1.579e-15,512,vendor:auto,0,246,0,0,ok
getrf,cdouble,256,1,256,11.6416,11.6426,0.0003,245.96,2.084e-15,1024,vendor:auto,0,251,0,0,ok
getrf,cdouble,256,1,512,22.5536,22.5563,0.0006,253.91,1.579e-15,2048,vendor:auto,0,251,0,0,ok
getrf,cdouble,256,1,1024,43.2071,43.2033,0.0007,265.08,1.956e-15,4096,vendor:auto,0,249,0,0,ok
getrf,cdouble,256,1,2048,84.2629,84.2681,0.0003,271.85,1.579e-15,8192,vendor:auto,0,250,0,0,ok
getrf,cdouble,256,1,4096,166.0076,166.0148,0.0001,275.97,2.437e-15,16384,vendor:auto,0,245,0,0,ok
getrf,cdouble,512,1,64,44.6978,44.6963,0.0001,128.12,2.955e-15,512,vendor:auto,0,508,0,0,ok
getrf,cdouble,512,1,128,47.8757,47.8576,0.0007,239.23,2.955e-15,512,vendor:auto,0,503,0,0,ok
getrf,cdouble,512,1,256,83.0813,83.0806,0.0003,275.71,2.955e-15,1024,vendor:auto,0,504,0,0,ok
getrf,cdouble,512,1,512,163.1642,163.1432,0.0002,280.78,2.955e-15,2048,vendor:auto,0,505,0,0,ok
getrf,cdouble,512,1,1024,316.6219,316.7226,0.0005,289.39,2.955e-15,4096,vendor:auto,0,504,0,0,ok
getrf,cdouble,1024,1,16,332.7687,332.7668,0.0001,34.42,3.472e-15,512,vendor:auto,0,1016,0,0,ok
getrf,cdouble,1024,1,32,333.5367,333.5411,0.0000,68.68,3.472e-15,512,vendor:auto,0,1012,0,0,ok
getrf,cdouble,1024,1,64,335.9607,336.0222,0.0003,136.36,3.472e-15,512,vendor:auto,0,1012,0,0,ok
getrf,cdouble,1024,1,128,350.7098,350.7528,0.0002,261.26,4.409e-15,512,vendor:auto,0,1019,0,0,ok
getrf,cdouble,1024,1,256,627.4900,627.5577,0.0002,292.04,3.472e-15,1024,vendor:auto,0,1014,0,0,ok
getrf,cdouble,2048,1,4,2587.3845,2587.3637,0.0000,8.85,4.885e-15,512,vendor:auto,0,2036,0,0,ok
getrf,cdouble,2048,1,8,2589.0584,2589.0739,0.0000,17.69,4.911e-15,512,vendor:auto,0,2039,0,0,ok
getrf,cdouble,2048,1,16,2590.6860,2590.7563,0.0000,35.37,6.355e-15,512,vendor:auto,0,2039,0,0,ok
getrf,cdouble,2048,1,32,2594.5968,2594.5962,0.0000,70.63,5.208e-15,512,vendor:auto,0,2041,0,0,ok
getrf,cdouble,2048,1,64,2657.2456,2657.2218,0.0000,137.93,6.557e-15,512,vendor:auto,0,2039,0,0,ok
getri,float,32,1,512,0.0458,0.0460,0.0143,488.93,2.064e-07,2048,vendor:auto|vendor:auto,3.668e-07,29,0.0e+00,ok
getri,float,32,1,1024,0.0698,0.0696,0.0062,640.82,3.201e-07,4096,vendor:auto|vendor:auto,3.275e-07,29,0.0e+00,ok
getri,float,32,1,2048,0.1062,0.1062,0.0009,842.52,3.055e-07,8192,vendor:auto|vendor:auto,3.275e-07,29,0.0e+00,ok
getri,float,32,1,4096,0.1907,0.1906,0.0026,938.38,2.740e-07,16384,vendor:auto|vendor:auto,3.275e-07,28,0.0e+00,ok
getri,float,32,1,8192,0.3524,0.3524,0.0008,1015.74,2.842e-07,32768,vendor:auto|vendor:auto,3.275e-07,29,0.0e+00,ok
getri,float,32,1,16384,0.6818,0.6818,0.0000,1049.92,3.313e-07,65536,vendor:auto|vendor:auto,3.275e-07,29,0.0e+00,ok
getri,float,64,1,512,0.1436,0.1438,0.0022,1246.17,2.349e-07,2048,vendor:auto|vendor:auto,1.833e-07,59,0.0e+00,ok
getri,float,64,1,1024,0.2534,0.2533,0.0008,1412.59,2.381e-07,4096,vendor:auto|vendor:auto,1.833e-07,60,0.0e+00,ok
getri,float,64,1,2048,0.4642,0.4644,0.0008,1542.13,3.227e-07,8192,vendor:auto|vendor:auto,1.833e-07,55,0.0e+00,ok
getri,float,64,1,4096,0.8872,0.8873,0.0007,1613.70,2.086e-07,16384,vendor:auto|vendor:auto,1.944e-07,60,0.0e+00,ok
getri,float,64,1,8192,1.7237,1.7243,0.0008,1661.14,3.209e-07,32768,vendor:auto|vendor:auto,1.905e-07,58,0.0e+00,ok
getri,float,64,1,16384,3.3798,3.3800,0.0002,1694.36,1.758e-07,65536,vendor:auto|vendor:auto,1.833e-07,59,0.0e+00,ok
getri,float,128,1,256,0.4985,0.4982,0.0011,1435.95,4.521e-07,1024,vendor:auto|vendor:auto,2.261e-07,119,0.0e+00,ok
getri,float,128,1,512,0.7456,0.7456,0.0001,1920.03,3.871e-07,2048,vendor:auto|vendor:auto,2.361e-07,116,0.0e+00,ok
getri,float,128,1,1024,1.4127,1.4128,0.0015,2026.81,3.378e-07,4096,vendor:auto|vendor:auto,2.242e-07,124,0.0e+00,ok
getri,float,128,1,2048,2.9454,2.9450,0.0019,1944.24,3.901e-07,8192,vendor:auto|vendor:auto,3.114e-07,125,0.0e+00,ok
getri,float,128,1,4096,5.3870,5.3937,0.0059,2126.09,3.531e-07,16384,vendor:auto|vendor:auto,2.564e-07,124,0.0e+00,ok
getri,float,128,1,8192,10.1977,10.1846,0.0020,2246.25,3.452e-07,32768,vendor:auto|vendor:auto,2.242e-07,122,0.0e+00,ok
getri,float,256,1,128,2.4752,2.4753,0.0001,1156.78,4.120e-07,512,vendor:auto|vendor:auto,3.046e-07,246,0.0e+00,ok
getri,float,256,1,256,3.5964,3.5921,0.0020,1592.30,3.657e-07,1024,vendor:auto|vendor:auto,2.661e-07,251,0.0e+00,ok
getri,float,256,1,512,7.9505,7.9514,0.0013,1440.57,4.302e-07,2048,vendor:auto|vendor:auto,3.521e-07,251,0.0e+00,ok
getri,float,256,1,1024,18.1689,18.1658,0.0012,1260.75,4.282e-07,4096,vendor:auto|vendor:auto,3.225e-07,249,0.0e+00,ok
getri,float,256,1,2048,41.5680,41.5388,0.0016,1102.12,3.789e-07,8192,vendor:auto|vendor:auto,3.395e-07,250,0.0e+00,ok
getri,float,256,1,4096,78.4664,78.5651,0.0023,1167.71,5.098e-07,16384,vendor:auto|vendor:auto,2.589e-07,245,0.0e+00,ok
getri,float,512,1,64,17.8387,17.8377,0.0002,642.04,4.694e-07,512,vendor:auto|vendor:auto,4.049e-07,508,0.0e+00,ok
getri,float,512,1,128,25.0218,25.0218,0.0011,915.46,5.000e-07,512,vendor:auto|vendor:auto,3.907e-07,503,0.0e+00,ok
getri,float,512,1,256,39.6296,39.6041,0.0012,1156.03,5.813e-07,1024,vendor:auto|vendor:auto,4.773e-07,504,0.0e+00,ok
getri,float,512,1,512,69.0604,69.1307,0.0021,1326.75,5.166e-07,2048,vendor:auto|vendor:auto,4.133e-07,505,0.0e+00,ok
getri,float,512,1,1024,156.7043,156.7131,0.0005,1169.41,6.872e-07,4096,vendor:auto|vendor:auto,5.355e-07,504,0.0e+00,ok
getri,float,1024,1,16,136.9590,136.9563,0.0001,167.25,8.231e-07,512,vendor:auto|vendor:auto,5.653e-07,1016,0.0e+00,ok
getri,float,1024,1,32,173.8472,173.8976,0.0004,263.52,8.883e-07,512,vendor:auto|vendor:auto,5.042e-07,1012,0.0e+00,ok
getri,float,1024,1,64,193.0729,193.0557,0.0001,474.57,7.212e-07,512,vendor:auto|vendor:auto,5.140e-07,1012,0.0e+00,ok
getri,float,1024,1,128,216.9383,216.9084,0.0003,844.72,6.328e-07,512,vendor:auto|vendor:auto,7.493e-07,1019,0.0e+00,ok
getri,float,1024,1,256,327.7390,327.5301,0.0009,1118.28,8.346e-07,1024,vendor:auto|vendor:auto,6.985e-07,1014,0.0e+00,ok
getri,float,2048,1,4,1066.6196,1066.7072,0.0001,42.95,1.287e-06,512,vendor:auto|vendor:auto,1.087e-06,2036,0.0e+00,ok
getri,float,2048,1,8,1311.2999,1311.3511,0.0001,69.87,1.313e-06,512,vendor:auto|vendor:auto,1.087e-06,2039,0.0e+00,ok
getri,float,2048,1,16,1386.3590,1386.4012,0.0001,132.18,9.203e-07,512,vendor:auto|vendor:auto,1.087e-06,2039,0.0e+00,ok
getri,float,2048,1,32,1475.1553,1475.2044,0.0001,248.45,9.359e-07,512,vendor:auto|vendor:auto,1.087e-06,2041,0.0e+00,ok
