op,type,n,nrhs,batch,med_ms,mean_ms,relsd,GFLOPs,resid,ws,route,extra,ntpiv,extra2,flag
getrf,double,32,1,512,0.0582,0.0582,0.0028,192.08,9.197e-16,2048,vendor:auto,0,29,0,0,ok
getrf,double,32,1,1024,0.0881,0.0880,0.0019,253.81,9.197e-16,4096,vendor:auto,0,29,0,0,ok
getrf,double,32,1,2048,0.1619,0.1617,0.0013,276.41,9.197e-16,8192,vendor:auto,0,29,0,0,ok
getrf,double,32,1,4096,0.3121,0.3124,0.0029,286.68,9.197e-16,16384,vendor:auto,0,28,0,0,ok
getrf,double,32,1,8192,0.5606,0.5604,0.0010,319.20,9.197e-16,32768,vendor:auto,0,29,0,0,ok
getrf,double,32,1,16384,1.0243,1.0251,0.0012,349.41,9.197e-16,65536,vendor:auto,0,29,0,0,ok
getrf,double,64,1,512,0.2509,0.2519,0.0062,356.62,6.987e-16,2048,vendor:auto,0,59,0,0,ok
getrf,double,64,1,1024,0.5331,0.5327,0.0036,335.67,8.621e-16,4096,vendor:auto,0,60,0,0,ok
getrf,double,64,1,2048,1.0261,1.0265,0.0009,348.79,8.627e-16,8192,vendor:auto,0,55,0,0,ok
getrf,double,64,1,4096,1.7771,1.7794,0.0022,402.80,7.836e-16,16384,vendor:auto,0,60,0,0,ok
getrf,double,64,1,8192,3.2829,3.2826,0.0008,436.10,7.688e-16,32768,vendor:auto,0,58,0,0,ok
getrf,double,64,1,16384,6.3802,6.3849,0.0015,448.78,6.546e-16,65536,vendor:auto,0,59,0,0,ok
getrf,double,128,1,256,0.6696,0.6700,0.0022,534.50,1.757e-15,1024,vendor:auto,0,119,0,0,ok
getrf,double,128,1,512,1.1804,1.1791,0.0032,606.41,1.457e-15,2048,vendor:auto,0,116,0,0,ok
getrf,double,128,1,1024,2.6066,2.6065,0.0001,549.25,1.295e-15,4096,vendor:auto,0,124,0,0,ok
getrf,double,128,1,2048,4.9028,4.9555,0.0174,584.02,1.658e-15,8192,vendor:auto,0,125,0,0,ok
getrf,double,128,1,4096,8.8085,8.8207,0.0025,650.12,1.304e-15,16384,vendor:auto,0,124,0,0,ok
getrf,double,128,1,8192,16.6419,16.6318,0.0010,688.22,1.091e-15,32768,vendor:auto,0,122,0,0,ok
getrf,double,256,1,128,2.4116,2.4128,0.0008,593.66,1.855e-15,512,vendor:auto,0,246,0,0,ok
getrf,double,256,1,256,4.4007,4.4101,0.0039,650.66,2.828e-15,1024,vendor:auto,0,251,0,0,ok
getrf,double,256,1,512,10.1375,10.1419,0.0018,564.90,1.855e-15,2048,vendor:auto,0,251,0,0,ok
getrf,double,256,1,1024,21.5861,21.5952,0.0014,530.58,1.858e-15,4096,vendor:auto,0,249,0,0,ok
getrf,double,256,1,2048,46.2940,46.2999,0.0007,494.81,1.855e-15,8192,vendor:auto,0,250,0,0,ok
getrf,double,256,1,4096,84.8090,84.9993,0.0043,540.19,2.064e-15,16384,vendor:auto,0,245,0,0,ok
getrf,double,512,1,64,12.7061,12.7054,0.0003,450.70,3.486e-15,512,vendor:auto,0,508,0,0,ok
getrf,double,512,1,128,17.2641,17.2775,0.0012,663.42,3.159e-15,512,vendor:auto,0,503,0,0,ok
getrf,double,512,1,256,32.2569,32.2369,0.0011,710.13,3.159e-15,1024,vendor:auto,0,504,0,0,ok
getrf,double,512,1,512,60.2065,60.0479,0.0038,760.93,3.342e-15,2048,vendor:auto,0,505,0,0,ok
getrf,double,512,1,1024,112.5015,112.5204,0.0003,814.44,3.159e-15,4096,vendor:auto,0,504,0,0,ok
getrf,double,1024,1,16,78.5837,78.5896,0.0001,145.75,6.806e-15,512,vendor:auto,0,1016,0,0,ok
getrf,double,1024,1,32,79.6576,79.6566,0.0000,287.56,4.293e-15,512,vendor:auto,0,1012,0,0,ok
getrf,double,1024,1,64,88.2090,88.1714,0.0016,519.37,5.067e-15,512,vendor:auto,0,1012,0,0,ok
getrf,double,1024,1,128,109.3425,109.2284,0.0022,837.97,4.368e-15,512,vendor:auto,0,1019,0,0,ok
getrf,double,1024,1,256,198.1950,198.2703,0.0007,924.60,4.293e-15,1024,vendor:auto,0,1014,0,0,ok
getrf,double,2048,1,4,572.5595,572.5747,0.0001,40.01,1.123e-14,512,vendor:auto,0,2036,0,0,ok
getrf,double,2048,1,8,573.3426,573.3506,0.0000,79.91,1.123e-14,512,vendor:auto,0,2039,0,0,ok
getrf,double,2048,1,16,574.3525,574.3782,0.0001,159.53,1.123e-14,512,vendor:auto,0,2039,0,0,ok
getrf,double,2048,1,32,586.6361,586.6442,0.0001,312.38,1.123e-14,512,vendor:auto,0,2041,0,0,ok
