op,type,n,nrhs,batch,med_ms,mean_ms,relsd,GFLOPs,resid,ws,route,extra,ntpiv,extra2,flag
getrf,double,32,1,512,0.1283,0.1284,0.0033,87.21,9.197e-16,18432,native:cta,0,29,0,0,ok
getrf,double,32,1,1024,0.2421,0.2421,0.0013,92.38,9.197e-16,36864,native:cta,0,29,0,0,ok
getrf,double,32,1,2048,0.4629,0.4629,0.0008,96.64,9.197e-16,73728,native:cta,0,29,0,0,ok
getrf,double,32,1,4096,0.9112,0.9112,0.0002,98.19,9.197e-16,147456,native:cta,0,28,0,0,ok
getrf,double,32,1,8192,1.8270,1.8271,0.0002,97.95,9.197e-16,294912,native:cta,0,29,0,0,ok
getrf,double,32,1,16384,3.6149,3.6151,0.0001,99.01,9.197e-16,589824,native:cta,0,29,0,0,ok
getrf,double,64,1,512,0.6709,0.6730,0.0226,133.37,6.987e-16,18432,native:blocked,0,59,0,0,ok
getrf,double,64,1,1024,1.2410,1.2411,0.0003,144.21,7.543e-16,36864,native:blocked,0,60,0,0,ok
getrf,double,64,1,2048,2.4828,2.4827,0.0007,144.16,8.627e-16,73728,native:blocked,0,55,0,0,ok
getrf,double,64,1,4096,5.0997,5.1000,0.0002,140.37,7.836e-16,147456,native:blocked,0,60,0,0,ok
getrf,double,64,1,8192,10.5731,10.5730,0.0004,135.41,7.688e-16,294912,native:blocked,0,58,0,0,ok
getrf,double,64,1,16384,20.9686,20.9708,0.0005,136.55,9.818e-16,589824,native:blocked,0,59,0,0,ok
getrf,double,128,1,256,1.5867,1.5865,0.0001,225.58,1.757e-15,9216,native:blocked,0,119,0,0,ok
getrf,double,128,1,512,3.2330,3.2331,0.0001,221.41,1.345e-15,18432,native:blocked,0,116,0,0,ok
getrf,double,128,1,1024,6.9207,6.9207,0.0007,206.87,1.403e-15,36864,native:blocked,0,124,0,0,ok
getrf,double,128,1,2048,15.9678,15.9675,0.0003,179.32,1.768e-15,73728,native:blocked,0,125,0,0,ok
getrf,double,128,1,4096,33.1164,33.1083,0.0006,172.92,1.304e-15,147456,native:blocked,0,124,0,0,ok
getrf,double,128,1,8192,67.1459,67.1540,0.0003,170.57,1.200e-15,294912,native:blocked,0,122,0,0,ok
getrf,double,256,1,128,3.4262,3.4261,0.0004,417.85,1.960e-15,4608,native:blocked,0,246,0,0,ok
getrf,double,256,1,256,6.9711,6.9706,0.0002,410.74,2.828e-15,9216,native:blocked,0,251,0,0,ok
getrf,double,256,1,512,15.5940,15.5916,0.0005,367.23,1.855e-15,18432,native:blocked,0,251,0,0,ok
getrf,double,256,1,1024,35.7365,35.7452,0.0006,320.49,1.858e-15,36864,native:blocked,0,249,0,0,ok
getrf,double,256,1,2048,74.5571,74.5597,0.0007,307.23,1.855e-15,73728,native:blocked,0,250,0,0,ok
getrf,double,256,1,4096,151.9135,151.8473,0.0010,301.57,1.956e-15,147456,native:blocked,0,245,0,0,ok
