op,type,n,nrhs,batch,med_ms,mean_ms,relsd,GFLOPs,resid,ws,route,extra,ntpiv,extra2,flag
getrf,float,32,1,32,0.0364,0.0363,0.0090,19.20,3.276e-07,2560,native:cta,0,29,0,0,ok
getrf,float,64,1,32,0.0764,0.0763,0.0017,73.21,3.733e-07,2560,native:cta,0,58,0,0,ok
getrf,float,128,1,32,0.2419,0.2420,0.0008,184.95,5.523e-07,2560,native:cta,0,125,0,0,ok
getrf,float,256,1,32,1.0754,1.0757,0.0006,332.82,3.504e-07,2560,native:blocked,0,252,0,0,ok
getrf,float,512,1,32,2.6651,2.6650,0.0004,1074.36,4.278e-07,2560,native:blocked,0,504,0,0,ok
getrf,float,1024,1,32,10.6393,10.6360,0.0005,2153.01,6.903e-07,2560,native:blocked,0,1012,0,0,ok
getrf,float,2048,1,32,70.7807,70.7830,0.0001,2589.01,6.244e-07,2560,native:blocked,0,2041,0,0,ok
getrf,double,32,1,32,0.0561,0.0561,0.0011,12.45,9.197e-16,2560,native:cta,0,29,0,0,ok
getrf,double,64,1,32,0.2485,0.2485,0.0003,22.51,1.005e-15,2560,native:blocked,0,58,0,0,ok
getrf,double,128,1,32,0.9018,0.9015,0.0004,49.61,1.193e-15,2560,native:blocked,0,125,0,0,ok
getrf,double,256,1,32,2.5017,2.5016,0.0001,143.07,2.146e-15,2560,native:blocked,0,252,0,0,ok
getrf,double,512,1,32,7.5355,7.5351,0.0001,379.98,4.995e-15,2560,native:blocked,0,504,0,0,ok
getrf,double,1024,1,32,35.6836,35.6826,0.0001,641.93,4.183e-15,2560,native:blocked,0,1012,0,0,ok
getrf,double,2048,1,32,212.6422,212.6033,0.0003,861.79,1.123e-14,2560,native:blocked,0,2041,0,0,ok
getrf,cfloat,32,1,32,0.0389,0.0388,0.0029,17.96,2.683e-07,2560,native:cta,0,29,0,0,ok
getrf,cfloat,64,1,32,0.0931,0.0931,0.0011,60.06,3.198e-07,2560,native:cta,0,58,0,0,ok
getrf,cfloat,128,1,32,0.6841,0.6837,0.0009,65.40,4.928e-07,2560,native:blocked,0,125,0,0,ok
getrf,cfloat,256,1,32,1.7213,1.7217,0.0005,207.93,3.347e-07,2560,native:blocked,0,252,0,0,ok
