pad_request,variant,type,n,batch,wg,ld,slm_bytes,med_ms,mean_ms,relsd,GFLOPs,resid,ntpiv,flag
49152,pivgrp,float,64,1024,256,65,49152,-1,-1,-1,LAUNCH_FAIL:unknown internal error
49152,pivgrp,float,64,1024,256,65,49152,-1,-1,-1,LAUNCH_FAIL:unknown internal error
49152,pivgrp,float,64,1024,256,65,49152,-1,-1,-1,LAUNCH_FAIL:unknown internal error
49152,pivgrp,float,64,1024,256,65,49152,-1,-1,-1,LAUNCH_FAIL:unknown internal error
49152,pivgrp,float,64,1024,256,65,49152,-1,-1,-1,LAUNCH_FAIL:unknown internal error
48768,pivgrp,float,64,1024,256,65,48768,0.3225,0.3222,0.0010,554.92,4.744e-07,60,ok
48896,pivgrp,float,64,1024,256,65,48896,0.3227,0.3222,0.0015,554.63,4.744e-07,60,ok
49024,pivgrp,float,64,1024,256,65,49024,0.3219,0.3218,0.0004,555.89,4.744e-07,60,ok
49152,pivgrp,float,64,1024,256,65,49152,-1,-1,-1,LAUNCH_FAIL:unknown internal error
49280,pivgrp,float,64,1024,256,65,49280,0.3225,0.3217,0.0024,554.98,4.744e-07,60,ok
49408,pivgrp,float,64,1024,256,65,49408,0.3832,0.3527,0.0865,466.97,4.744e-07,60,ok
49536,pivgrp,float,64,1024,256,65,49536,0.3225,0.3219,0.0016,554.96,4.744e-07,60,ok
48896,pivgrp,double,32,1024,256,33,48896,-1,-1,-1,LAUNCH_FAIL:unknown internal error
49152,pivgrp,double,32,1024,256,33,49152,-1,-1,-1,LAUNCH_FAIL:unknown internal error
49664,pivgrp,double,32,1024,256,33,49664,0.3048,0.3036,0.0038,73.40,9.197e-16,29,ok
48896,pivgrp,cfloat,32,1024,256,33,48900,0.1329,0.1321,0.0062,168.28,2.721e-07,29,ok
49152,pivgrp,cfloat,32,1024,256,33,49156,-1,-1,-1,LAUNCH_FAIL:unknown internal error
49664,pivgrp,cfloat,32,1024,256,33,49668,0.1321,0.1321,0.0000,169.32,2.721e-07,29,ok
48896,pivgrp,cdouble,32,1024,256,33,48896,-1,-1,-1,LAUNCH_FAIL:unknown internal error
49152,pivgrp,cdouble,32,1024,256,33,49152,-1,-1,-1,LAUNCH_FAIL:unknown internal error
49664,pivgrp,cdouble,32,1024,256,33,49664,0.4110,0.4107,0.0007,54.43,6.051e-16,29,ok
49152,pivgrp,float,64,1024,32,65,49152,-1,-1,-1,LAUNCH_FAIL:unknown internal error
49152,pivgrp,float,64,1024,64,65,49152,-1,-1,-1,LAUNCH_FAIL:unknown internal error
49152,pivgrp,float,64,1024,128,65,49152,-1,-1,-1,LAUNCH_FAIL:unknown internal error
49152,pivgrp,float,64,1024,512,65,49152,-1,-1,-1,LAUNCH_FAIL:unknown internal error
49152,pivman,float,64,1024,32,65,49152,0.7721,0.7713,0.0010,231.79,4.744e-07,60,ok
49152,pivman,float,64,1024,64,65,49152,0.5357,0.5057,0.0593,334.06,4.744e-07,60,ok
49152,pivman,float,64,1024,128,65,49152,0.3631,0.3626,0.0015,492.85,4.744e-07,60,ok
49152,pivman,float,64,1024,256,65,49152,0.3261,0.3258,0.0010,548.84,4.744e-07,60,ok
49152,pivman,float,64,1024,512,65,49152,0.3653,0.3651,0.0006,489.92,4.744e-07,60,ok
