name,arg0,arg1,arg2,arg3,iterations,avg_ms,stddev_ms,GFLOPS,Time (µs) / matrix
"(BM_GEMM_FIXED128<float, batchlas::Backend::CUDA>)",128,128,8,512,300,0.0679616,0.00166651,1974.9,0.132738
"(BM_GEMM_FIXED128<float, batchlas::Backend::CUDA>)",128,128,8,512,300,0.066786,0.000566875,2009.67,0.130441
