name,arg0,arg1,arg2,arg3,iterations,avg_ms,stddev_ms,GFLOPS,Time (µs) / matrix
"(BM_GEMM_FIXED128<float, batchlas::Backend::CUDA>)",512,512,32,512,239,1.25723,0.00746527,6832.43,2.45553
"(BM_GEMM_FIXED128<float, batchlas::Backend::CUDA>)",512,512,32,512,239,1.25526,0.00153559,6843.18,2.45167
