tag,type,shape,beta,ld_pad,vendor_gflops,native_gflops,native_over_vendor,vendor_ms,native_ms
panel_her2k96_nc,cdouble,96x96x64 b2048 NC,1,384,1201.92,387.34,0.3223,8.040211,24.948670
panel_her2k96_nc,cfloat,96x96x64 b2048 NC,1,384,17486.29,7104.38,0.4063,0.552643,1.360242
panel_herk129_cn,cdouble,129x129x48 b2048 CN,1,384,860.51,308.57,0.3586,15.208386,42.412311
panel_herk129_cn,cfloat,129x129x48 b2048 CN,1,384,13681.88,5921.14,0.4328,0.956522,2.210217
square512_nn,cdouble,512x512x512 b64 NN,1,384,1244.78,1389.81,1.1165,55.206168,49.445396
square512_nn,cfloat,512x512x512 b64 NN,1,384,45514.78,46544.55,1.0226,1.509828,1.476424
