fblock,float,64,1,8192,64,16,1280,0.1783,0.1782,0.0018,752.8,0.000,4.701e-07,58,ok
fblock_noperm,float,64,1,8192,64,16,1280,0.1658,0.1659,0.0025,809.3,0.000,1.823e+00,58,ok
fblock,float,128,1,4096,64,16,1536,0.3473,0.3468,0.0042,772.9,0.000,8.420e-07,124,ok
fblock_noperm,float,128,1,4096,64,16,1536,0.3337,0.3340,0.0033,804.4,0.000,1.854e+00,124,ok
fblock,float,512,1,512,256,16,3072,0.6452,0.6462,0.0035,832.0,0.000,5.111e-07,505,ok
fblock_noperm,float,512,1,512,256,16,3072,0.6225,0.6235,0.0057,862.4,0.000,1.919e+00,505,ok
fblock,float,2048,1,32,1024,32,12288,1.2802,1.2799,0.0013,419.4,0.000,8.393e-07,2041,ok
fblock_noperm,float,2048,1,32,1024,32,12288,1.1776,1.1778,0.0014,455.9,0.000,1.996e+00,2041,ok
fblock,cdouble,64,1,8192,64,16,5120,1.2769,1.2771,0.0005,420.5,0.000,8.108e-16,58,ok
fblock_noperm,cdouble,64,1,8192,64,16,5120,1.2628,1.2634,0.0008,425.1,0.000,1.719e+00,58,ok
fblock,cdouble,128,1,4096,64,16,6144,1.7291,1.7252,0.0063,621.0,0.000,1.103e-15,124,ok
fblock_noperm,cdouble,128,1,4096,64,16,6144,1.7187,1.7119,0.0072,624.7,0.000,1.855e+00,124,ok
fblock,cdouble,512,1,512,256,16,12288,2.5827,2.5815,0.0011,831.5,0.000,1.872e-15,505,ok
fblock_noperm,cdouble,512,1,512,256,16,12288,2.5478,2.5477,0.0009,842.9,0.000,1.833e+00,505,ok
fblock,cdouble,2048,1,32,1024,32,49152,5.1363,5.1373,0.0004,418.1,0.000,3.957e-15,2041,ok
fblock_noperm,cdouble,2048,1,32,1024,32,49152,5.0122,5.0122,0.0002,428.4,0.000,1.840e+00,2041,ok
