comp,float,128,4,4096,64,16,3072,1.7882,1.7879,0.0007,150.1,0.395,8.418e-07,124,ok
fstream,float,128,4,4096,64,1,2052,0.7068,0.7068,0.0018,379.8,0.999,9.092e-07,124,ok
fblock,float,128,4,4096,64,16,3072,0.4281,0.4279,0.0028,627.0,1.650,8.420e-07,124,ok
vendor,float,128,8,4096,64,16,5120,0.8501,0.8482,0.0036,315.8,1.000,9.648e-07,124,ok
comp,float,128,8,4096,64,16,5120,1.9214,1.9213,0.0003,139.7,0.442,8.418e-07,124,ok
fstream,float,128,8,4096,64,1,4100,0.9990,0.9995,0.0037,268.7,0.851,7.249e-07,124,ok
fblock,float,128,8,4096,64,16,5120,0.5630,0.5630,0.0014,476.8,1.510,8.420e-07,124,ok
vendor,float,128,16,4096,64,16,9216,1.2887,1.2885,0.0017,208.3,1.000,9.648e-07,124,ok
comp,float,128,16,4096,64,16,9216,2.3045,2.3046,0.0007,116.5,0.559,8.418e-07,124,ok
fstream,float,128,16,4096,64,1,8196,2.2874,2.2873,0.0005,117.4,0.563,7.249e-07,124,ok
fblock,float,128,16,4096,64,16,9216,1.3889,1.3888,0.0007,193.3,0.928,8.420e-07,124,ok
vendor,float,512,1,512,256,16,3072,1.4684,1.4682,0.0007,365.6,1.000,5.008e-07,505,ok
comp,float,512,1,512,256,16,3072,2.5444,2.5442,0.0007,211.0,0.577,4.504e-07,505,ok
fstream,float,512,1,512,256,1,2052,1.0102,1.0093,0.0021,531.5,1.454,1.248e-06,505,ok
fblock,float,512,1,512,256,16,3072,0.6506,0.6499,0.0025,825.1,2.257,5.111e-07,505,ok
vendor,float,512,2,512,256,16,5120,1.4094,1.4096,0.0008,380.9,1.000,5.263e-07,505,ok
comp,float,512,2,512,256,16,5120,2.4857,2.4855,0.0009,216.0,0.567,5.250e-07,505,ok
fstream,float,512,2,512,256,1,4100,1.0900,1.0899,0.0007,492.6,1.293,1.291e-06,505,ok
fblock,float,512,2,512,256,16,5120,0.6592,0.6582,0.0056,814.4,2.138,5.815e-07,505,ok
vendor,float,512,4,512,256,16,9216,1.4037,1.4034,0.0010,382.5,1.000,4.650e-07,505,ok
comp,float,512,4,512,256,16,9216,2.4927,2.4922,0.0007,215.4,0.563,5.233e-07,505,ok
fstream,float,512,4,512,256,1,8196,1.2786,1.2786,0.0008,419.9,1.098,1.462e-06,505,ok
fblock,float,512,4,512,256,16,9216,0.7474,0.7477,0.0049,718.3,1.878,6.417e-07,505,ok
vendor,float,512,8,512,256,16,17408,1.4027,1.4029,0.0006,382.7,1.000,4.885e-07,505,ok
comp,float,512,8,512,256,16,17408,2.5284,2.5276,0.0008,212.3,0.555,4.776e-07,505,ok
fstream,float,512,8,512,256,1,16388,1.6796,1.6796,0.0011,319.6,0.835,1.732e-06,505,ok
fblock,float,512,8,512,256,16,17408,0.9286,0.9296,0.0069,578.2,1.511,6.094e-07,505,ok
vendor,float,512,16,512,256,16,33792,1.7664,1.7665,0.0009,303.9,1.000,4.642e-07,505,ok
comp,float,512,16,512,256,16,33792,2.6899,2.6906,0.0005,199.6,0.657,4.655e-07,505,ok
fstream,float,512,16,512,256,1,32772,4.5070,4.5076,0.0011,119.1,0.392,1.280e-06,505,ok
fblock,float,512,16,512,256,16,33792,2.5305,2.5305,0.0002,212.2,0.698,5.016e-07,505,ok
vendor,float,2048,1,32,1024,32,12288,2.9041,2.9038,0.0005,184.9,1.000,7.620e-07,2041,ok
comp,float,2048,1,32,1024,32,12288,4.8071,4.8060,0.0006,111.7,0.604,6.853e-07,2041,ok
fstream,float,2048,1,32,1024,1,8196,4.1876,4.1875,0.0007,128.2,0.693,3.382e-06,2041,ok
fblock,float,2048,1,32,1024,32,12288,1.2810,1.2816,0.0010,419.1,2.267,8.393e-07,2041,ok
vendor,float,2048,2,32,1024,32,20480,2.9835,2.9833,0.0014,179.9,1.000,8.115e-07,2041,ok
comp,float,2048,2,32,1024,32,20480,4.8869,4.8870,0.0012,109.9,0.611,8.712e-07,2041,ok
fstream,float,2048,2,32,1024,1,16388,4.6114,4.6124,0.0007,116.4,0.647,3.414e-06,2041,ok
fblock,float,2048,2,32,1024,32,20480,1.2270,1.2261,0.0034,437.5,2.431,9.799e-07,2041,ok
vendor,float,2048,4,32,1024,32,36864,3.1159,3.1168,0.0006,172.3,1.000,9.458e-07,2041,ok
comp,float,2048,4,32,1024,32,36864,5.0973,5.0960,0.0005,105.3,0.611,9.676e-07,2041,ok
fstream,float,2048,4,32,1024,1,32772,5.4896,5.4893,0.0005,97.8,0.568,2.856e-06,2041,ok
fblock,float,2048,4,32,1024,32,36864,1.9825,1.9821,0.0006,270.8,1.572,1.125e-06,2041,ok
skip,float,2048,8,32,1024,32,69632,0,0,0,0,0,0,2041,SLM
vendor,float,2048,8,32,1024,32,69632,3.3940,3.3936,0.0005,158.2,1.000,7.918e-07,2041,ok
comp,float,2048,8,32,1024,32,69632,5.5964,5.5961,0.0004,95.9,0.606,8.484e-07,2041,ok
skip,float,2048,16,32,1024,32,135168,0,0,0,0,0,0,2041,SLM
vendor,float,2048,16,32,1024,32,135168,4.5263,4.5271,0.0005,118.6,1.000,1.007e-06,2041,ok
comp,float,2048,16,32,1024,32,135168,6.9076,6.9075,0.0004,77.7,0.655,1.007e-06,2041,ok
vendor,double,64,1,8192,64,16,2560,1.6333,1.6345,0.0020,164.3,1.000,7.885e-16,58,ok
comp,double,64,1,8192,64,16,2560,7.9810,7.9827,0.0008,33.6,0.205,7.885e-16,58,ok
fstream,double,64,1,8192,64,1,520,0.5516,0.5517,0.0031,486.7,2.961,1.126e-15,58,ok
fblock,double,64,1,8192,64,16,2560,0.4507,0.4506,0.0014,595.6,3.624,7.885e-16,58,ok
vendor,double,64,2,8192,64,16,3072,1.6524,1.6522,0.0004,162.4,1.000,7.885e-16,58,ok
comp,double,64,2,8192,64,16,3072,7.9781,7.9780,0.0006,33.6,0.207,7.885e-16,58,ok
fstream,double,64,2,8192,64,1,1032,0.9205,0.9231,0.0045,291.6,1.795,1.234e-15,58,ok
fblock,double,64,2,8192,64,16,3072,0.7633,0.7633,0.0004,351.7,2.165,7.885e-16,58,ok
vendor,double,64,4,8192,64,16,4096,1.3942,1.3946,0.0014,192.5,1.000,8.173e-16,58,ok
comp,double,64,4,8192,64,16,4096,8.0398,8.0405,0.0005,33.4,0.173,7.885e-16,58,ok
fstream,double,64,4,8192,64,1,2056,1.7206,1.7205,0.0004,156.0,0.810,1.126e-15,58,ok
fblock,double,64,4,8192,64,16,4096,1.4837,1.4837,0.0003,180.9,0.940,7.885e-16,58,ok
vendor,double,64,8,8192,64,16,6144,1.2072,1.2072,0.0008,222.4,1.000,8.980e-16,58,ok
comp,double,64,8,8192,64,16,6144,8.1576,8.1579,0.0003,32.9,0.148,8.050e-16,58,ok
fstream,double,64,8,8192,64,1,4104,3.4095,3.4095,0.0002,78.7,0.354,1.126e-15,58,ok
fblock,double,64,8,8192,64,16,6144,2.9447,2.9447,0.0002,91.2,0.410,8.050e-16,58,ok
vendor,double,64,16,8192,64,16,10240,2.5119,2.5121,0.0008,106.9,1.000,8.050e-16,58,ok
comp,double,64,16,8192,64,16,10240,8.5278,8.5284,0.0004,31.5,0.295,8.050e-16,58,ok
fstream,double,64,16,8192,64,1,8200,6.9304,6.9387,0.0033,38.7,0.362,1.126e-15,58,ok
fblock,double,64,16,8192,64,16,10240,6.0351,6.0351,0.0001,44.5,0.416,8.050e-16,58,ok
vendor,double,128,1,4096,64,16,3072,2.0854,2.0878,0.0028,257.4,1.000,1.008e-15,124,ok
comp,double,128,1,4096,64,16,3072,8.9546,8.9551,0.0002,60.0,0.233,8.891e-16,124,ok
fstream,double,128,1,4096,64,1,1032,0.8407,0.8426,0.0047,638.6,2.481,1.223e-15,124,ok
fblock,double,128,1,4096,64,16,3072,0.7473,0.7419,0.0103,718.4,2.791,1.000e-15,124,ok
vendor,double,128,2,4096,64,16,4096,2.1319,2.1334,0.0053,251.8,1.000,1.447e-15,124,ok
comp,double,128,2,4096,64,16,4096,8.9460,8.9464,0.0003,60.0,0.238,1.447e-15,124,ok
fstream,double,128,2,4096,64,1,2056,1.1809,1.1817,0.0021,454.6,1.805,2.337e-15,124,ok
fblock,double,128,2,4096,64,16,4096,0.9764,0.9762,0.0006,549.9,2.183,1.669e-15,124,ok
vendor,double,128,4,4096,64,16,6144,1.9500,1.9508,0.0025,275.3,1.000,1.010e-15,124,ok
comp,double,128,4,4096,64,16,6144,8.9510,8.9510,0.0003,60.0,0.218,8.978e-16,124,ok
fstream,double,128,4,4096,64,1,4104,2.1844,2.1844,0.0004,245.8,0.893,1.223e-15,124,ok
fblock,double,128,4,4096,64,16,6144,1.7730,1.7591,0.0118,302.8,1.100,1.010e-15,124,ok
vendor,double,128,8,4096,64,16,10240,1.8866,1.8871,0.0016,284.6,1.000,1.133e-15,124,ok
comp,double,128,8,4096,64,16,10240,9.0856,9.0863,0.0004,59.1,0.208,1.133e-15,124,ok
fstream,double,128,8,4096,64,1,8200,4.9716,4.9536,0.0281,108.0,0.379,1.587e-15,124,ok
fblock,double,128,8,4096,64,16,10240,3.4058,3.4060,0.0005,157.6,0.554,1.360e-15,124,ok
vendor,double,128,16,4096,64,16,18432,4.4561,4.4544,0.0013,120.5,1.000,1.133e-15,124,ok
comp,double,128,16,4096,64,16,18432,9.5009,9.5005,0.0007,56.5,0.469,1.133e-15,124,ok
fstream,double,128,16,4096,64,1,16392,9.7095,9.7081,0.0005,55.3,0.459,1.669e-15,124,ok
fblock,double,128,16,4096,64,16,18432,7.4527,7.4624,0.0038,72.0,0.598,1.360e-15,124,ok
vendor,double,512,1,512,256,16,6144,2.5058,2.5059,0.0005,428.5,1.000,2.005e-15,505,ok
comp,double,512,1,512,256,16,6144,7.7945,7.7948,0.0003,137.8,0.321,2.005e-15,505,ok
fstream,double,512,1,512,256,1,4104,1.4788,1.4784,0.0027,726.1,1.694,3.007e-15,505,ok
fblock,double,512,1,512,256,16,6144,1.2425,1.2428,0.0008,864.2,2.017,2.227e-15,505,ok
vendor,double,512,2,512,256,16,10240,5.4083,5.4086,0.0002,198.5,1.000,2.231e-15,505,ok
comp,double,512,2,512,256,16,10240,7.7537,7.7521,0.0004,138.5,0.698,2.231e-15,505,ok
fstream,double,512,2,512,256,1,8200,1.8130,1.8121,0.0020,592.2,2.983,3.235e-15,505,ok
fblock,double,512,2,512,256,16,10240,1.3720,1.3707,0.0056,782.6,3.942,2.221e-15,505,ok
vendor,double,512,4,512,256,16,18432,5.3115,5.3114,0.0004,202.2,1.000,2.334e-15,505,ok
comp,double,512,4,512,256,16,18432,7.7371,7.7361,0.0003,138.8,0.687,2.556e-15,505,ok
fstream,double,512,4,512,256,1,16392,2.9323,2.9325,0.0011,366.2,1.811,3.778e-15,505,ok
fblock,double,512,4,512,256,16,18432,1.7086,1.7077,0.0014,628.4,3.109,2.334e-15,505,ok
vendor,double,512,8,512,256,16,34816,5.2808,5.2811,0.0003,203.3,1.000,2.555e-15,505,ok
comp,double,512,8,512,256,16,34816,7.7557,7.7555,0.0003,138.4,0.681,2.555e-15,505,ok
fstream,double,512,8,512,256,1,32776,8.5180,8.5143,0.0011,126.1,0.620,2.999e-15,505,ok
fblock,double,512,8,512,256,16,34816,4.4341,4.4334,0.0008,242.2,1.191,1.889e-15,505,ok
skip,double,512,16,512,256,16,67584,0,0,0,0,0,0,505,SLM
vendor,double,512,16,512,256,16,67584,7.9973,7.9973,0.0002,134.3,1.000,2.555e-15,505,ok
comp,double,512,16,512,256,16,67584,7.8274,7.8275,0.0004,137.2,1.022,2.555e-15,505,ok
vendor,double,2048,1,32,1024,32,24576,6.1804,6.1799,0.0004,173.7,1.000,4.220e-15,2041,ok
comp,double,2048,1,32,1024,32,24576,8.3952,8.3957,0.0004,127.9,0.736,4.220e-15,2041,ok
fstream,double,2048,1,32,1024,1,16392,5.8598,5.8595,0.0003,183.2,1.055,6.663e-15,2041,ok
fblock,double,2048,1,32,1024,32,24576,2.1143,2.1151,0.0031,507.8,2.923,4.667e-15,2041,ok
vendor,double,2048,2,32,1024,32,40960,11.3208,11.3206,0.0002,94.8,1.000,4.776e-15,2041,ok
comp,double,2048,2,32,1024,32,40960,8.4609,8.4616,0.0005,126.9,1.338,4.776e-15,2041,ok
fstream,double,2048,2,32,1024,1,32776,7.9894,7.9890,0.0001,134.4,1.417,6.665e-15,2041,ok
fblock,double,2048,2,32,1024,32,40960,3.1386,3.1388,0.0009,342.1,3.607,4.887e-15,2041,ok
skip,double,2048,4,32,1024,32,73728,0,0,0,0,0,0,2041,SLM
vendor,double,2048,4,32,1024,32,73728,11.0372,11.0370,0.0002,97.3,1.000,4.336e-15,2041,ok
comp,double,2048,4,32,1024,32,73728,8.5960,8.5973,0.0003,124.9,1.284,4.558e-15,2041,ok
skip,double,2048,8,32,1024,32,139264,0,0,0,0,0,0,2041,SLM
vendor,double,2048,8,32,1024,32,139264,10.7273,10.7272,0.0002,100.1,1.000,4.774e-15,2041,ok
comp,double,2048,8,32,1024,32,139264,9.1638,9.1641,0.0003,117.2,1.171,4.886e-15,2041,ok
skip,double,2048,16,32,1024,32,270336,0,0,0,0,0,0,2041,SLM
vendor,double,2048,16,32,1024,32,270336,11.9182,11.9186,0.0002,90.1,1.000,4.445e-15,2041,ok
comp,double,2048,16,32,1024,32,270336,10.5014,10.5009,0.0004,102.2,1.135,4.664e-15,2041,ok
vendor,cfloat,64,1,8192,64,16,2560,0.4245,0.4246,0.0024,632.4,1.000,6.076e-07,58,ok
comp,cfloat,64,1,8192,64,16,2560,2.7694,2.7695,0.0002,96.9,0.153,6.590e-07,58,ok
fstream,cfloat,64,1,8192,64,1,520,0.4381,0.4382,0.0017,612.7,0.969,7.069e-07,58,ok
fblock,cfloat,64,1,8192,64,16,2560,0.3416,0.3420,0.0044,785.8,1.243,6.401e-07,58,ok
vendor,cfloat,64,2,8192,64,16,3072,0.4572,0.4570,0.0020,587.1,1.000,6.076e-07,58,ok
comp,cfloat,64,2,8192,64,16,3072,2.7634,2.7631,0.0004,97.1,0.165,6.590e-07,58,ok
fstream,cfloat,64,2,8192,64,1,1032,0.5173,0.5168,0.0019,519.0,0.884,7.069e-07,58,ok
fblock,cfloat,64,2,8192,64,16,3072,0.3593,0.3603,0.0081,747.2,1.273,6.401e-07,58,ok
vendor,cfloat,64,4,8192,64,16,4096,0.5401,0.5406,0.0033,497.0,1.000,6.076e-07,58,ok
comp,cfloat,64,4,8192,64,16,4096,2.8850,2.8851,0.0004,93.0,0.187,6.590e-07,58,ok
fstream,cfloat,64,4,8192,64,1,2056,0.7127,0.7127,0.0011,376.7,0.758,7.228e-07,58,ok
fblock,cfloat,64,4,8192,64,16,4096,0.4781,0.4779,0.0011,561.5,1.130,6.401e-07,58,ok
vendor,cfloat,64,8,8192,64,16,6144,0.7289,0.7289,0.0013,368.3,1.000,6.076e-07,58,ok
comp,cfloat,64,8,8192,64,16,6144,3.2327,3.2331,0.0003,83.0,0.225,6.590e-07,58,ok
fstream,cfloat,64,8,8192,64,1,4104,1.2137,1.2137,0.0006,221.2,0.601,7.069e-07,58,ok
fblock,cfloat,64,8,8192,64,16,6144,0.8485,0.8486,0.0005,316.4,0.859,6.401e-07,58,ok
vendor,cfloat,64,16,8192,64,16,10240,1.2850,1.2854,0.0016,208.9,1.000,6.076e-07,58,ok
comp,cfloat,64,16,8192,64,16,10240,4.1498,4.1499,0.0004,64.7,0.310,6.590e-07,58,ok
fstream,cfloat,64,16,8192,64,1,8200,2.7252,2.7304,0.0055,98.5,0.472,7.069e-07,58,ok
fblock,cfloat,64,16,8192,64,16,10240,2.1354,2.1357,0.0007,125.7,0.602,6.401e-07,58,ok
vendor,cfloat,128,1,4096,64,16,3072,1.0537,1.0537,0.0014,509.5,1.000,4.129e-07,124,ok
comp,cfloat,128,1,4096,64,16,3072,3.5175,3.5174,0.0003,152.6,0.300,3.699e-07,124,ok
fstream,cfloat,128,1,4096,64,1,1032,0.7630,0.7632,0.0019,703.6,1.381,8.285e-07,124,ok
fblock,cfloat,128,1,4096,64,16,3072,0.6641,0.6638,0.0015,808.5,1.587,3.536e-07,124,ok
vendor,cfloat,128,2,4096,64,16,4096,1.0989,1.0986,0.0015,488.6,1.000,3.794e-07,124,ok
comp,cfloat,128,2,4096,64,16,4096,3.5131,3.5138,0.0004,152.8,0.313,3.699e-07,124,ok
fstream,cfloat,128,2,4096,64,1,2056,0.8239,0.8242,0.0019,651.6,1.334,8.285e-07,124,ok
fblock,cfloat,128,2,4096,64,16,4096,0.6807,0.6801,0.0036,788.7,1.614,2.950e-07,124,ok
vendor,cfloat,128,4,4096,64,16,6144,1.2151,1.2151,0.0011,441.8,1.000,4.084e-07,124,ok
comp,cfloat,128,4,4096,64,16,6144,3.5524,3.5524,0.0003,151.1,0.342,3.699e-07,124,ok
fstream,cfloat,128,4,4096,64,1,4104,1.0235,1.0231,0.0012,524.6,1.187,8.285e-07,124,ok
fblock,cfloat,128,4,4096,64,16,6144,0.8633,0.8630,0.0008,621.9,1.407,3.763e-07,124,ok
vendor,cfloat,128,8,4096,64,16,10240,1.4571,1.4574,0.0023,368.4,1.000,3.794e-07,124,ok
comp,cfloat,128,8,4096,64,16,10240,3.9510,3.9507,0.0007,135.9,0.369,3.699e-07,124,ok
fstream,cfloat,128,8,4096,64,1,8200,2.2533,2.2537,0.0005,238.3,0.647,8.285e-07,124,ok
fblock,cfloat,128,8,4096,64,16,10240,1.4009,1.4015,0.0016,383.2,1.040,4.414e-07,124,ok
vendor,cfloat,128,16,4096,64,16,18432,2.2126,2.2126,0.0007,242.6,1.000,3.794e-07,124,ok
comp,cfloat,128,16,4096,64,16,18432,5.0552,5.0554,0.0006,106.2,0.438,3.699e-07,124,ok
fstream,cfloat,128,16,4096,64,1,16392,5.7170,5.7173,0.0004,93.9,0.387,8.285e-07,124,ok
fblock,cfloat,128,16,4096,64,16,18432,4.0012,4.0013,0.0003,134.2,0.553,3.284e-07,124,ok
vendor,cfloat,512,1,512,256,16,6144,1.9437,1.9439,0.0005,552.4,1.000,4.874e-07,505,ok
comp,cfloat,512,1,512,256,16,6144,4.6226,4.6228,0.0004,232.3,0.420,3.936e-07,505,ok
fstream,cfloat,512,1,512,256,1,4104,1.4234,1.4238,0.0021,754.3,1.366,9.214e-07,505,ok
fblock,cfloat,512,1,512,256,16,6144,1.2127,1.2124,0.0014,885.4,1.603,3.751e-07,505,ok
vendor,cfloat,512,2,512,256,16,10240,2.0215,2.0213,0.0006,531.2,1.000,4.873e-07,505,ok
comp,cfloat,512,2,512,256,16,10240,4.5637,4.5641,0.0006,235.3,0.443,4.480e-07,505,ok
fstream,cfloat,512,2,512,256,1,8200,1.5016,1.5019,0.0029,715.1,1.346,9.371e-07,505,ok
fblock,cfloat,512,2,512,256,16,10240,1.2329,1.2327,0.0011,870.9,1.640,5.258e-07,505,ok
vendor,cfloat,512,4,512,256,16,18432,2.0445,2.0439,0.0010,525.2,1.000,5.122e-07,505,ok
comp,cfloat,512,4,512,256,16,18432,4.5826,4.5820,0.0007,234.3,0.446,5.466e-07,505,ok
fstream,cfloat,512,4,512,256,1,16392,1.7705,1.7709,0.0016,606.5,1.155,1.176e-06,505,ok
fblock,cfloat,512,4,512,256,16,18432,1.3965,1.3963,0.0019,768.9,1.464,7.019e-07,505,ok
vendor,cfloat,512,8,512,256,16,34816,2.1058,2.1057,0.0007,509.9,1.000,5.689e-07,505,ok
comp,cfloat,512,8,512,256,16,34816,4.7035,4.7027,0.0008,228.3,0.448,4.643e-07,505,ok
fstream,cfloat,512,8,512,256,1,32776,4.4243,4.4256,0.0007,242.7,0.476,1.070e-06,505,ok
fblock,cfloat,512,8,512,256,16,34816,2.5559,2.5562,0.0011,420.1,0.824,6.005e-07,505,ok
skip,cfloat,512,16,512,256,16,67584,0,0,0,0,0,0,505,SLM
vendor,cfloat,512,16,512,256,16,67584,2.5309,2.5318,0.0011,424.3,1.000,4.873e-07,505,ok
comp,cfloat,512,16,512,256,16,67584,5.1996,5.1994,0.0008,206.5,0.487,4.994e-07,505,ok
vendor,cfloat,2048,1,32,1024,32,24576,3.5643,3.5650,0.0013,301.3,1.000,8.518e-07,2041,ok
comp,cfloat,2048,1,32,1024,32,24576,7.2408,7.2418,0.0014,148.3,0.492,7.915e-07,2041,ok
fstream,cfloat,2048,1,32,1024,1,16392,4.8024,4.8069,0.0024,223.6,0.742,2.464e-06,2041,ok
fblock,cfloat,2048,1,32,1024,32,24576,1.7705,1.7710,0.0118,606.5,2.013,8.634e-07,2041,ok
vendor,cfloat,2048,2,32,1024,32,40960,3.8609,3.8612,0.0006,278.1,1.000,8.513e-07,2041,ok
comp,cfloat,2048,2,32,1024,32,40960,7.4113,7.4120,0.0005,144.9,0.521,8.991e-07,2041,ok
fstream,cfloat,2048,2,32,1024,1,32776,5.5396,5.5394,0.0004,193.8,0.697,3.900e-06,2041,ok
fblock,cfloat,2048,2,32,1024,32,40960,2.0220,2.0211,0.0024,531.0,1.909,1.059e-06,2041,ok
skip,cfloat,2048,4,32,1024,32,73728,0,0,0,0,0,0,2041,SLM
vendor,cfloat,2048,4,32,1024,32,73728,4.0387,4.0390,0.0004,265.9,1.000,9.158e-07,2041,ok
comp,cfloat,2048,4,32,1024,32,73728,7.7644,7.7658,0.0002,138.3,0.520,8.846e-07,2041,ok
skip,cfloat,2048,8,32,1024,32,139264,0,0,0,0,0,0,2041,SLM
vendor,cfloat,2048,8,32,1024,32,139264,4.4817,4.4805,0.0006,239.6,1.000,8.513e-07,2041,ok
comp,cfloat,2048,8,32,1024,32,139264,8.8349,8.8348,0.0004,121.5,0.507,7.915e-07,2041,ok
skip,cfloat,2048,16,32,1024,32,270336,0,0,0,0,0,0,2041,SLM
vendor,cfloat,2048,16,32,1024,32,270336,5.6143,5.6144,0.0005,191.3,1.000,8.513e-07,2041,ok
comp,cfloat,2048,16,32,1024,32,270336,11.2295,11.2305,0.0007,95.6,0.500,7.915e-07,2041,ok
vendor,cdouble,64,1,8192,64,16,5120,3.4270,3.4271,0.0002,156.7,1.000,7.649e-16,58,ok
comp,cdouble,64,1,8192,64,16,5120,31.3412,31.3411,0.0000,17.1,0.109,8.619e-16,58,ok
fstream,cdouble,64,1,8192,64,1,1040,1.2522,1.2523,0.0004,428.7,2.737,1.592e-15,58,ok
fblock,cdouble,64,1,8192,64,16,5120,1.2751,1.2752,0.0008,421.1,2.688,8.108e-16,58,ok
vendor,cdouble,64,2,8192,64,16,6144,3.4548,3.4549,0.0002,155.4,1.000,7.649e-16,58,ok
comp,cdouble,64,2,8192,64,16,6144,31.3482,31.3482,0.0000,17.1,0.110,1.006e-15,58,ok
fstream,cdouble,64,2,8192,64,1,2064,2.3811,2.3811,0.0002,225.5,1.451,1.238e-15,58,ok
fblock,cdouble,64,2,8192,64,16,6144,2.4510,2.4515,0.0004,219.0,1.410,9.578e-16,58,ok
vendor,cdouble,64,4,8192,64,16,8192,3.5130,3.5142,0.0007,152.8,1.000,7.649e-16,58,ok
comp,cdouble,64,4,8192,64,16,8192,31.4820,31.4856,0.0003,17.1,0.112,8.619e-16,58,ok
fstream,cdouble,64,4,8192,64,1,4112,4.7021,4.7032,0.0006,114.2,0.747,1.238e-15,58,ok
fblock,cdouble,64,4,8192,64,16,8192,4.8974,4.8973,0.0001,109.6,0.717,8.108e-16,58,ok
vendor,cdouble,64,8,8192,64,16,12288,3.7483,3.7485,0.0005,143.2,1.000,7.842e-16,58,ok
comp,cdouble,64,8,8192,64,16,12288,31.7847,31.7852,0.0001,16.9,0.118,8.619e-16,58,ok
fstream,cdouble,64,8,8192,64,1,8208,9.4044,9.4045,0.0002,57.1,0.399,1.238e-15,58,ok
fblock,cdouble,64,8,8192,64,16,12288,9.8799,9.8803,0.0002,54.3,0.379,8.878e-16,58,ok
vendor,cdouble,64,16,8192,64,16,20480,8.2884,8.2885,0.0005,64.8,1.000,7.649e-16,58,ok
comp,cdouble,64,16,8192,64,16,20480,36.1738,36.1740,0.0002,14.8,0.229,8.619e-16,58,ok
fstream,cdouble,64,16,8192,64,1,16400,19.4012,19.4009,0.0001,27.7,0.427,1.238e-15,58,ok
fblock,cdouble,64,16,8192,64,16,20480,20.6755,20.6757,0.0003,26.0,0.401,8.108e-16,58,ok
vendor,cdouble,128,1,4096,64,16,6144,4.0941,4.0942,0.0002,262.3,1.000,8.919e-16,124,ok
comp,cdouble,128,1,4096,64,16,6144,41.2710,41.2720,0.0000,26.0,0.099,7.861e-16,124,ok
