2760 MHz, 56
[1;36mName                                              Arg0    Arg1    Arg2    Arg3    Arg4    Arg5    Arg6    Arg7    Iter        Avg(ms)     Std(ms)     chk         GFLOPS      GB/s        Time (µs) / matrixnnz/item    nnz/row     [0m
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       1       1024    0       0       0       0       100         0.32029     0.00034820  440.70      19.643      183.35      0.31278     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       1       1024    0       0       1       0       100         0.32004     0.0011876   1134.1      19.658      183.49      0.31254     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       1       2048    0       0       0       0       100         0.63109     0.0016130   440.70      19.938      186.11      0.30815     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       1       2048    0       0       1       0       100         0.62992     0.00027655  1134.1      19.975      186.45      0.30758     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       1       4096    0       0       0       0       100         1.2717      0.0015937   440.70      19.790      184.72      0.31047     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       1       4096    0       0       1       0       100         1.2703      0.0018510   1134.1      19.811      184.91      0.31013     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       1       8192    0       0       0       0       100         2.5420      0.0058418   440.70      19.800      184.81      0.31030     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       1       8192    0       0       1       0       100         2.5393      0.021946    1134.1      19.821      185.01      0.30997     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       1024    0       0       0       0       100         0.32224     0.00018129  874.68      39.048      234.30      0.31469     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       1024    0       0       1       0       100         0.32194     0.00033370  2210.6      39.085      234.52      0.31439     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       2048    0       0       0       0       100         0.63329     0.0011826   874.68      39.739      238.44      0.30922     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       2048    0       0       1       0       100         0.63215     0.00024847  2210.6      39.810      238.87      0.30867     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       4096    0       0       0       0       100         1.2892      0.0012610   874.68      39.040      234.25      0.31475     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       4096    0       0       1       0       100         1.2877      0.0015716   2210.6      39.088      234.54      0.31437     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       8192    0       0       0       0       100         2.5969      0.0017561   874.68      38.763      232.59      0.31701     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       8192    0       0       1       0       100         2.5919      0.0019117   2210.6      38.838      233.04      0.31639     3072        3           
2775 MHz, 55
