typ,tag,transA,m,nnzrow,nrhs,batch,transB,beta,pattern,t_vendor,t_native,ratio,relsd,sd_v,sd_n,chk_v,chk_n,agree,gbs_v,gbs_n,roof_v,roof_n,fp_mb,l2res
cdouble,satext_ta0,0,1024,3,1,1024,0,0,0,0.33183,0.116519,0.3511406443058192,0.0013717505299564877,0.0006183889340927583,0.0013717505299564877,949.616,949.616,True,303.37,863.959,0.3009623015873016,0.8571021825396825,100.667392,False
cdouble,satext_ta0,0,1024,3,1,1024,0,0,1,0.331578,0.148723,0.4485309640567227,0.0011961229937534881,0.0007110634601813148,0.0011961229937534881,2501.82,2501.82,True,303.601,676.88,0.30119146825396825,0.6715079365079365,100.667392,False
cdouble,satext_ta0,0,1024,3,1,2048,0,0,0,0.653034,0.22484,0.3443006030313889,0.006552348336594912,0.002695770817445952,0.006552348336594912,949.616,949.616,True,308.307,895.458,0.30586011904761906,0.8883511904761905,201.334784,False
cdouble,satext_ta0,0,1024,3,1,2048,0,0,1,0.651737,0.287534,0.4411810285437224,0.0021605801113025653,0.0021605801113025653,0.0007104307664484895,2501.82,2501.82,True,308.92,700.212,0.306468253968254,0.6946547619047619,201.334784,False
cdouble,satext_ta0,0,1024,3,1,4096,0,0,0,1.31469,0.440164,0.33480440255877814,0.005385651711634754,0.0010550776228616633,0.005385651711634754,949.616,949.616,True,306.284,914.818,0.30385317460317457,0.9075575396825397,402.669568,False
cdouble,satext_ta0,0,1024,3,1,4096,0,0,1,1.3068,0.564273,0.43179752066115706,0.0030546738901205623,0.001097689011325375,0.0030546738901205623,2501.82,2501.82,True,308.134,713.608,0.3056884920634921,0.7079444444444444,402.669568,False
cdouble,satext_ta0,0,1024,3,1,8192,0,0,0,2.62496,0.870758,0.33172238815067656,0.0010980341265885583,0.0010710448921126417,0.0010980341265885583,949.616,949.616,True,306.801,924.871,0.3043660714285714,0.9175307539682539,805.339136,False
cdouble,satext_ta0,0,1024,3,1,8192,0,0,1,2.61468,1.12139,0.4288823106460447,0.008420609787813423,0.008420609787813423,0.0006690116730129571,2501.82,2501.82,True,308.007,718.162,0.3055625,0.7124623015873016,805.339136,False
cdouble,satext_ta0,0,1024,3,2,1024,0,0,0,0.355721,0.152916,0.429876223219883,0.005040945010274907,0.005040945010274907,0.0010643882916110806,1907.93,1907.93,True,377.323,877.747,0.374328373015873,0.8707807539682539,134.221824,False
cdouble,satext_ta0,0,1024,3,2,1024,0,0,1,0.357635,0.171939,0.48076670348260103,0.005920529955391156,0.0051825184895214396,0.005920529955391156,4985.47,4985.47,True,375.304,780.638,0.3723253968253968,0.7744424603174603,134.221824,False
cdouble,satext_ta0,0,1024,3,2,2048,0,0,0,0.726317,0.295997,0.4075314222302383,0.001995932905329216,0.001995932905329216,0.0005256843819363034,1907.93,1907.93,True,369.596,906.912,0.36666269841269844,0.8997142857142858,268.443648,False
